train_loss,epoch,step,val_loss,val_acc,val_f1,val_auc,val_tpr,train_acc,train_f1,train_auc,train_tpr,learning_rate
0.0,0,9,,,,,,,,,,
2.7978694561170414e-06,0,19,,,,,,,,,,
,0,24,1.6030657291412354,0.9226499795913696,0.9161671996116638,0.9999864101409912,0.9783218035672908,,,,,
8.149069197216363e-10,0,29,,,,,,,,,,
0.0,0,39,,,,,,,,,,
0.0,0,49,,,,,,,,,,
,0,49,0.9600766897201538,0.9442800283432007,0.9409933090209961,0.9999876022338867,0.979119122896018,,,,,
,0,49,,,,,,1.0,1.0,1.0,1.0,0.00012033253005938604
2.561130640899023e-09,1,59,,,,,,,,,,
1.8770265342027415e-06,1,69,,,,,,,,,,
,1,74,0.0784580186009407,0.9905099868774414,0.9904192686080933,0.9999893307685852,0.9794994789579159,,,,,
0.0,1,79,,,,,,,,,,
0.0,1,89,,,,,,,,,,
0.0,1,99,,,,,,,,,,
,1,99,0.0022649120073765516,0.9996399879455566,0.9996398687362671,0.999989926815033,0.97952,,,,,
,1,99,,,,,,1.0,1.0,1.0,1.0,0.0005178978317417204
0.0,2,109,,,,,,,,,,
0.00012477733253035694,2,119,,,,,,,,,,
,2,124,0.001761669060215354,0.999809980392456,0.999809980392456,0.9999898672103882,0.97952,,,,,
0.0,2,129,,,,,,,,,,
0.0,2,139,,,,,,,,,,
0.0,2,149,,,,,,,,,,
,2,149,0.001609734375961125,0.9998700022697449,0.9998700022697449,0.999989926815033,0.97952,,,,,
,2,149,,,,,,1.0,1.0,1.0,1.0,0.0009175910381600261
0.0,3,159,,,,,,,,,,
3.455408204899868e-06,3,169,,,,,,,,,,
,3,174,0.004424604587256908,0.9990900158882141,0.9990891814231873,0.9999898672103882,0.97952,,,,,
0.00012130940740462393,3,179,,,,,,,,,,
5.8207657444020455e-11,3,189,,,,,,,,,,
0.0,3,199,,,,,,,,,,
,3,199,0.008604569360613823,0.998420000076294,0.9984175562858582,0.9999897480010986,0.97952,,,,,
,3,199,,,,,,0.9999901652336121,0.9999899864196777,1.0,1.0,0.0009831722127273679
